"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt","urlPart"
"910579","743716","2025-10-05","52.80","NZD","1759639917","56681/2025-10-05/1759639917.json"
"241536","135465","2025-10-06","51.70","NZD","1759639917","56681/2025-10-06/1759639917.json"
"920082","758244","2025-10-06","52.80","NZD","1759639917","56681/2025-10-06/1759639917.json"
"910579","743716","2025-10-06","52.80","NZD","1759639917","56681/2025-10-06/1759639917.json"
"241536","135465","2025-10-07","52.80","NZD","1759639917","56681/2025-10-07/1759639917.json"
"910579","743716","2025-10-07","53.90","NZD","1759639917","56681/2025-10-07/1759639917.json"
"920084","758246","2025-10-07","57.20","NZD","1759639917","56681/2025-10-07/1759639917.json"
"241536","135465","2025-10-08","52.80","NZD","1759639917","56681/2025-10-08/1759639917.json"
"910579","743716","2025-10-08","53.90","NZD","1759639917","56681/2025-10-08/1759639917.json"
"920082","758244","2025-10-08","53.90","NZD","1759639917","56681/2025-10-08/1759639917.json"
"920084","758246","2025-10-08","57.20","NZD","1759639917","56681/2025-10-08/1759639917.json"
"241536","135465","2025-10-09","51.70","NZD","1759639917","56681/2025-10-09/1759639917.json"
"910579","743716","2025-10-09","52.80","NZD","1759639917","56681/2025-10-09/1759639917.json"
"920082","758244","2025-10-09","52.80","NZD","1759639917","56681/2025-10-09/1759639917.json"
"920084","758246","2025-10-09","58.30","NZD","1759639917","56681/2025-10-09/1759639917.json"
"241536","135465","2025-10-10","53.90","NZD","1759639917","56681/2025-10-10/1759639917.json"
"920082","758244","2025-10-10","55.00","NZD","1759639917","56681/2025-10-10/1759639917.json"
"910579","743716","2025-10-10","55.00","NZD","1759639917","56681/2025-10-10/1759639917.json"
"920084","758246","2025-10-10","58.30","NZD","1759639917","56681/2025-10-10/1759639917.json"
"241536","135465","2025-10-11","51.70","NZD","1759639917","56681/2025-10-11/1759639917.json"
"910579","743716","2025-10-11","52.80","NZD","1759639917","56681/2025-10-11/1759639917.json"
"920082","758244","2025-10-11","52.80","NZD","1759639917","56681/2025-10-11/1759639917.json"
"920084","758246","2025-10-11","58.30","NZD","1759639917","56681/2025-10-11/1759639917.json"
"241536","135465","2025-10-12","52.80","NZD","1759639917","56681/2025-10-12/1759639917.json"
"910579","743716","2025-10-12","53.90","NZD","1759639917","56681/2025-10-12/1759639917.json"
"920084","758246","2025-10-12","57.20","NZD","1759639917","56681/2025-10-12/1759639917.json"
"241536","135465","2025-10-13","58.30","NZD","1759639917","56681/2025-10-13/1759639917.json"
"920082","758244","2025-10-13","59.40","NZD","1759639917","56681/2025-10-13/1759639917.json"
"920084","758246","2025-10-13","62.70","NZD","1759639917","56681/2025-10-13/1759639917.json"
"241536","135465","2025-10-14","51.70","NZD","1759639917","56681/2025-10-14/1759639917.json"
"910579","743716","2025-10-14","52.80","NZD","1759639917","56681/2025-10-14/1759639917.json"
"920082","758244","2025-10-14","52.80","NZD","1759639917","56681/2025-10-14/1759639917.json"
"920084","758246","2025-10-14","58.30","NZD","1759639917","56681/2025-10-14/1759639917.json"
"920082","758244","2025-10-15","52.80","NZD","1759639917","56681/2025-10-15/1759639917.json"
"910579","743716","2025-10-15","52.80","NZD","1759639917","56681/2025-10-15/1759639917.json"
"241536","135465","2025-10-15","52.80","NZD","1759639917","56681/2025-10-15/1759639917.json"
"920084","758246","2025-10-15","57.20","NZD","1759639917","56681/2025-10-15/1759639917.json"
"241536","135465","2025-10-16","51.70","NZD","1759639917","56681/2025-10-16/1759639917.json"
"920082","758244","2025-10-16","52.80","NZD","1759639917","56681/2025-10-16/1759639917.json"
"910579","743716","2025-10-16","52.80","NZD","1759639917","56681/2025-10-16/1759639917.json"
"920084","758246","2025-10-16","57.20","NZD","1759639917","56681/2025-10-16/1759639917.json"
"920084","758246","2025-10-17","74.80","NZD","1759639917","56681/2025-10-17/1759639917.json"
"241536","135465","2025-10-18","51.70","NZD","1759639917","56681/2025-10-18/1759639917.json"
"910579","743716","2025-10-18","52.80","NZD","1759639917","56681/2025-10-18/1759639917.json"
"920082","758244","2025-10-18","52.80","NZD","1759639917","56681/2025-10-18/1759639917.json"
"920084","758246","2025-10-18","57.20","NZD","1759639917","56681/2025-10-18/1759639917.json"
"241536","135465","2025-10-19","57.20","NZD","1759639917","56681/2025-10-19/1759639917.json"
"910579","743716","2025-10-19","58.30","NZD","1759639917","56681/2025-10-19/1759639917.json"
"920082","758244","2025-10-19","58.30","NZD","1759639917","56681/2025-10-19/1759639917.json"
"920084","758246","2025-10-19","61.60","NZD","1759639917","56681/2025-10-19/1759639917.json"
"241536","135465","2025-10-20","52.80","NZD","1759639917","56681/2025-10-20/1759639917.json"
"910579","743716","2025-10-20","53.90","NZD","1759639917","56681/2025-10-20/1759639917.json"
"920082","758244","2025-10-20","53.90","NZD","1759639917","56681/2025-10-20/1759639917.json"
